unq.sample,phageORhost,trt,line,transfer,ancestor,seed.bank,phage_trt,subpop,seq_run,raw_R1,raw_R2,ddup_R1,ddup_R2,ancestor_fasta,ancestor_gff
SNO-L3-T10,host,SNO,L3,T10,dspoIIE-ANC,no_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNO-L3-T10-veg_S39_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNO-L3-T10-veg_S39_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L3-T10-rV_S39_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L3-T10-rV_S39_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
SNO-L3-T7,host,SNO,L3,T7,dspoIIE-ANC,no_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-SNO-L3-T7-veg_S9_R1_001.fastq.gz,data/input/fastq/host/GSF3121-SNO-L3-T7-veg_S9_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L3-T7-rV_S9_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-SNO-L3-T7-rV_S9_R2_001.fastq.gz,data/dspoIIE-ANC.fa,data/dspoIIE-ANC.gff3
WLCt-L1-T10,host,WLCt,L1,T10,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLCt-L1-T10-SB_S55_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L1-T10-SB_S55_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T10-rS_S55_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T10-rS_S55_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L1-T10,host,WLCt,L1,T10,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLCt-L1-T10-veg_S40_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L1-T10-veg_S40_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T10-rV_S40_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T10-rV_S40_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L1-T7,host,WLCt,L1,T7,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLCt-L1-T7-SB_S25_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L1-T7-SB_S25_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T7-rS_S25_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T7-rS_S25_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L1-T7,host,WLCt,L1,T7,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLCt-L1-T7-veg_S10_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L1-T7-veg_S10_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T7-rV_S10_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L1-T7-rV_S10_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L2-T10,host,WLCt,L2,T10,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLCt-L2-T10-SB_S56_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L2-T10-SB_S56_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T10-rS_S56_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T10-rS_S56_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L2-T10,host,WLCt,L2,T10,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLCt-L2-T10-veg_S41_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L2-T10-veg_S41_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T10-rV_S41_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T10-rV_S41_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L2-T7,host,WLCt,L2,T7,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLCt-L2-T7-SB_S26_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L2-T7-SB_S26_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T7-rS_S26_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T7-rS_S26_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L2-T7,host,WLCt,L2,T7,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLCt-L2-T7-veg_S11_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L2-T7-veg_S11_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T7-rV_S11_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L2-T7-rV_S11_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T10,host,WLCt,L3,T10,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLCt-L3-T10-SB_S57_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L3-T10-SB_S57_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T10-rS_S57_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T10-rS_S57_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T10,host,WLCt,L3,T10,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLCt-L3-T10-veg_S42_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L3-T10-veg_S42_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T10-rV_S42_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T10-rV_S42_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T7,host,WLCt,L3,T7,delta6-ANC,long_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLCt-L3-T7-SB_S27_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L3-T7-SB_S27_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T7-rS_S27_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T7-rS_S27_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLCt-L3-T7,host,WLCt,L3,T7,delta6-ANC,long_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLCt-L3-T7-veg_S12_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLCt-L3-T7-veg_S12_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T7-rV_S12_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLCt-L3-T7-rV_S12_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T10,host,WLO,L1,T10,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLO-L1-T10-SB_S49_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L1-T10-SB_S49_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T10-rS_S49_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T10-rS_S49_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T10,host,WLO,L1,T10,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLO-L1-T10-veg_S31_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L1-T10-veg_S31_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T10-rV_S31_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T10-rV_S31_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T7,host,WLO,L1,T7,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLO-L1-T7-SB_S19_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L1-T7-SB_S19_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T7-rS_S19_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T7-rS_S19_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L1-T7,host,WLO,L1,T7,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLO-L1-T7-veg_S1_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L1-T7-veg_S1_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T7-rV_S1_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L1-T7-rV_S1_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T10,host,WLO,L2,T10,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLO-L2-T10-SB_S50_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L2-T10-SB_S50_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T10-rS_S50_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T10-rS_S50_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T10,host,WLO,L2,T10,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLO-L2-T10-veg_S32_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L2-T10-veg_S32_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T10-rV_S32_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T10-rV_S32_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T7,host,WLO,L2,T7,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLO-L2-T7-SB_S20_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L2-T7-SB_S20_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T7-rS_S20_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T7-rS_S20_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L2-T7,host,WLO,L2,T7,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLO-L2-T7-veg_S2_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L2-T7-veg_S2_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T7-rV_S2_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L2-T7-rV_S2_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T10,host,WLO,L3,T10,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLO-L3-T10-SB_S51_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L3-T10-SB_S51_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T10-rS_S51_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T10-rS_S51_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T10,host,WLO,L3,T10,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLO-L3-T10-veg_S33_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L3-T10-veg_S33_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T10-rV_S33_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T10-rV_S33_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T7,host,WLO,L3,T7,delta6-ANC,long_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WLO-L3-T7-SB_S21_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L3-T7-SB_S21_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T7-rS_S21_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T7-rS_S21_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WLO-L3-T7,host,WLO,L3,T7,delta6-ANC,long_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WLO-L3-T7-veg_S3_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WLO-L3-T7-veg_S3_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T7-rV_S3_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WLO-L3-T7-rV_S3_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T10,host,WSCt,L1,T10,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSCt-L1-T10-SB_S58_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L1-T10-SB_S58_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T10-rS_S58_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T10-rS_S58_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T10,host,WSCt,L1,T10,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSCt-L1-T10-veg_S43_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L1-T10-veg_S43_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T10-rV_S43_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T10-rV_S43_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T7,host,WSCt,L1,T7,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSCt-L1-T7-SB_S28_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L1-T7-SB_S28_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T7-rS_S28_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T7-rS_S28_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L1-T7,host,WSCt,L1,T7,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSCt-L1-T7-veg_S13_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L1-T7-veg_S13_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T7-rV_S13_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L1-T7-rV_S13_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T10,host,WSCt,L2,T10,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSCt-L2-T10-SB_S59_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L2-T10-SB_S59_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T10-rS_S59_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T10-rS_S59_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T10,host,WSCt,L2,T10,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSCt-L2-T10-veg_S44_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L2-T10-veg_S44_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T10-rV_S44_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T10-rV_S44_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T7,host,WSCt,L2,T7,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSCt-L2-T7-SB_S29_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L2-T7-SB_S29_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T7-rS_S29_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T7-rS_S29_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L2-T7,host,WSCt,L2,T7,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSCt-L2-T7-veg_S14_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L2-T7-veg_S14_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T7-rV_S14_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L2-T7-rV_S14_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T10,host,WSCt,L3,T10,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSCt-L3-T10-SB_S60_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L3-T10-SB_S60_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T10-rS_S60_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T10-rS_S60_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T10,host,WSCt,L3,T10,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSCt-L3-T10-veg_S45_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L3-T10-veg_S45_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T10-rV_S45_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T10-rV_S45_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T7,host,WSCt,L3,T7,delta6-ANC,short_seed_bank,noPhage,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSCt-L3-T7-SB_S30_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L3-T7-SB_S30_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T7-rS_S30_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T7-rS_S30_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSCt-L3-T7,host,WSCt,L3,T7,delta6-ANC,short_seed_bank,noPhage,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSCt-L3-T7-veg_S15_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSCt-L3-T7-veg_S15_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T7-rV_S15_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSCt-L3-T7-rV_S15_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T10,host,WSO,L1,T10,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSO-L1-T10-SB_S52_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L1-T10-SB_S52_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T10-rS_S52_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T10-rS_S52_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T10,host,WSO,L1,T10,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSO-L1-T10-veg_S34_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L1-T10-veg_S34_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T10-rV_S34_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T10-rV_S34_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T7,host,WSO,L1,T7,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSO-L1-T7-SB_S22_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L1-T7-SB_S22_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T7-rS_S22_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T7-rS_S22_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L1-T7,host,WSO,L1,T7,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSO-L1-T7-veg_S4_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L1-T7-veg_S4_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T7-rV_S4_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L1-T7-rV_S4_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T10,host,WSO,L2,T10,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSO-L2-T10-SB_S53_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L2-T10-SB_S53_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T10-rS_S53_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T10-rS_S53_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T10,host,WSO,L2,T10,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSO-L2-T10-veg_S35_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L2-T10-veg_S35_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T10-rV_S35_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T10-rV_S35_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T7,host,WSO,L2,T7,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSO-L2-T7-SB_S23_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L2-T7-SB_S23_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T7-rS_S23_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T7-rS_S23_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L2-T7,host,WSO,L2,T7,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSO-L2-T7-veg_S5_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L2-T7-veg_S5_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T7-rV_S5_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L2-T7-rV_S5_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T10,host,WSO,L3,T10,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSO-L3-T10-SB_S54_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L3-T10-SB_S54_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T10-rS_S54_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T10-rS_S54_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T10,host,WSO,L3,T10,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSO-L3-T10-veg_S36_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L3-T10-veg_S36_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T10-rV_S36_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T10-rV_S36_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T7,host,WSO,L3,T7,delta6-ANC,short_seed_bank,SPO1,revived_spore,GSF3121,data/input/fastq/host/GSF3121-WSO-L3-T7-SB_S24_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L3-T7-SB_S24_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T7-rS_S24_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T7-rS_S24_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
WSO-L3-T7,host,WSO,L3,T7,delta6-ANC,short_seed_bank,SPO1,revived_total,GSF3121,data/input/fastq/host/GSF3121-WSO-L3-T7-veg_S6_R1_001.fastq.gz,data/input/fastq/host/GSF3121-WSO-L3-T7-veg_S6_R2_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T7-rV_S6_R1_001.fastq.gz,data/ddup-fastq/host/ddup-GSF3121-WSO-L3-T7-rV_S6_R2_001.fastq.gz,data/delta6-ANC.fa,data/delta6-ANC.gff3
